OrderID,OrderDate,Region,CustomerSegment,ProductCategory,UnitCost,UnitPrice,UnitsSold,MarketingSpend,Profit
356,2024-08-29,West,Small Business,Furniture,57.03,103.49,25,369.56,791.94
357,2023-04-09,East,Small Business,Electronics,75.9,117.46,21,172.83,699.93
358,2024-11-30,East,Small Business,Clothing,10.3,14.48,37,203.64,-48.98
359,2023-04-26,North,Small Business,Food,52.06,98.13,38,251.95,1498.71
360,2023-07-10,West,Consumer,Furniture,36.73,58.41,49,460.95,601.37
361,2023-09-10,North,Corporate,Electronics,86.75,154.64,1,135.23,-67.34
362,2023-06-10,East,Small Business,Clothing,74.4,132.34,25,52.26,1396.24
363,2023-09-13,North,Consumer,Food,63.02,70.34,36,77.04,186.48
364,2023-11-19,West,Corporate,Furniture,34.95,42.42,17,457.14,-330.15
365,2023-05-08,East,Small Business,Food,91.93,155.7,41,341.38,2273.19
366,2023-01-18,South,Corporate,Clothing,14.06,17.51,24,172.87,-90.07
367,2024-07-19,East,Corporate,Clothing,19.85,26.4,2,129.74,-116.64
368,2024-07-23,South,Consumer,Electronics,45.25,88.33,40,182.42,1540.78
369,2023-11-19,North,Corporate,Food,21.2,34.01,15,101.66,90.49
370,2024-11-16,North,Consumer,Electronics,96.08,170.61,32,473.69,1911.27
371,2024-09-17,West,Small Business,Furniture,81.82,131.09,39,402.89,1518.64
372,2023-10-15,South,Corporate,Electronics,33.31,53.2,6,258.08,-138.74
373,2024-10-24,North,Corporate,Furniture,62.97,74.6,1,439.23,-427.6
374,2024-09-30,South,Home Office,Clothing,98.41,138.69,47,162.26,1730.9
375,2023-06-04,North,Small Business,Clothing,89.58,121.31,23,372.7,357.09
376,2024-05-04,East,Small Business,Food,64.07,93.01,39,435.26,693.4
377,2024-01-21,North,Home Office,Furniture,91.34,166.1,17,210.55,1060.37
378,2023-04-14,West,Home Office,Clothing,99.03,142.08,34,390.86,1072.84
379,2024-01-28,East,Consumer,Food,76.9,115.85,41,182.78,1414.17
380,2023-09-03,West,Consumer,Food,15.85,23.1,29,184.49,25.76
381,2023-06-25,East,Corporate,Electronics,46.14,54.63,9,98.18,-21.77
382,2023-02-08,South,Corporate,Food,85.4,127.84,13,248.03,303.69
383,2024-04-21,West,Corporate,Clothing,30.75,39.24,6,378.37,-327.43
384,2024-11-12,North,Corporate,Electronics,84.76,107.48,6,473.1,-336.78
385,2024-06-21,South,Consumer,Furniture,20.83,24.68,20,321.71,-244.71
386,2024-02-12,North,Small Business,Furniture,14.23,20.22,3,438.41,-420.44
387,2024-06-08,East,Corporate,Clothing,44.57,79.41,17,420.12,172.16
388,2024-05-20,East,Small Business,Clothing,13.31,17.95,49,128.0,99.36
389,2023-02-05,North,Corporate,Electronics,96.15,132.79,12,268.62,171.06
390,2024-11-15,North,Home Office,Electronics,84.36,141.59,48,102.62,2644.42
391,2023-01-20,South,Corporate,Clothing,82.07,104.74,47,356.97,708.52
392,2023-11-17,North,Corporate,Clothing,66.68,127.18,45,477.45,2245.05
393,2024-05-26,West,Corporate,Furniture,29.47,46.21,1,111.69,-94.95
394,2024-02-04,West,Consumer,Furniture,56.64,85.12,17,380.25,103.91
395,2024-10-15,North,Home Office,Furniture,63.75,102.13,3,334.51,-219.37
396,2024-04-15,West,Corporate,Clothing,57.25,71.53,26,312.62,58.66
397,2023-05-23,North,Corporate,Food,33.42,55.21,15,225.55,101.3
398,2023-04-02,South,Small Business,Clothing,56.37,80.43,36,209.81,656.35
399,2023-12-20,West,Home Office,Clothing,54.21,103.4,32,70.36,1503.72
400,2024-12-27,West,Corporate,Furniture,99.67,124.78,32,148.06,655.46
401,2023-02-20,North,Small Business,Clothing,90.77,141.27,4,56.83,145.17
402,2024-10-26,West,Small Business,Electronics,51.7,84.7,18,311.64,282.36
403,2024-11-28,East,Consumer,Clothing,66.06,74.65,49,97.63,323.28
404,2024-07-28,South,Small Business,Clothing,77.31,110.35,19,442.86,184.9
405,2023-07-09,South,Corporate,Clothing,13.14,23.12,43,285.41,143.73
406,2023-05-05,West,Consumer,Clothing,90.54,166.44,35,364.86,2291.64
407,2023-05-30,West,Consumer,Food,87.41,120.79,40,234.89,1100.31
408,2023-11-10,East,Corporate,Clothing,51.17,93.06,14,302.26,284.2
409,2024-07-23,East,Home Office,Electronics,45.21,89.11,33,474.2,974.5
410,2023-12-08,West,Small Business,Electronics,34.57,64.69,14,87.23,334.45
411,2023-11-01,West,Consumer,Clothing,52.9,63.79,34,164.27,205.99
412,2024-11-22,East,Home Office,Furniture,13.99,24.7,4,400.99,-358.15
413,2024-11-12,North,Corporate,Food,86.7,120.31,24,94.43,712.21
414,2023-02-23,East,Small Business,Clothing,13.19,26.24,29,84.05,294.4
415,2024-03-19,North,Small Business,Clothing,39.61,60.87,19,212.69,191.25
416,2024-09-04,South,Consumer,Clothing,93.84,113.56,6,91.48,26.84
417,2023-09-21,South,Small Business,Furniture,76.17,133.5,33,313.29,1578.6
418,2023-02-22,East,Small Business,Furniture,35.33,49.13,49,151.82,524.38
419,2024-07-25,North,Small Business,Furniture,32.74,65.39,40,453.06,852.94
420,2024-09-11,East,Small Business,Food,10.46,20.73,19,402.58,-207.45
421,2023-01-05,East,Corporate,Electronics,72.61,122.75,1,364.87,-314.73
422,2023-04-13,North,Home Office,Food,14.39,17.51,5,327.62,-312.02
423,2023-07-15,East,Corporate,Furniture,57.93,99.53,27,438.56,684.64
424,2023-12-16,South,Corporate,Electronics,96.59,114.34,16,150.38,133.62
425,2023-02-16,West,Consumer,Electronics,19.85,22.36,6,442.9,-427.84
426,2024-10-17,West,Small Business,Furniture,90.5,166.58,40,405.27,2637.93
427,2023-09-26,East,Corporate,Furniture,99.23,127.89,13,386.67,-14.09
428,2024-01-05,North,Small Business,Food,15.54,22.4,48,302.57,26.71
429,2024-09-27,North,Corporate,Furniture,89.46,176.78,35,160.81,2895.39
430,2023-04-16,South,Corporate,Electronics,56.45,79.21,19,240.6,191.84
431,2024-10-31,North,Consumer,Clothing,91.59,125.19,12,407.11,-3.91
432,2024-10-20,North,Home Office,Furniture,61.42,118.32,16,64.3,846.1
433,2024-10-18,South,Home Office,Furniture,69.59,83.49,43,401.92,195.78
434,2023-04-30,East,Corporate,Food,58.94,105.13,10,158.03,303.87
435,2024-08-26,West,Consumer,Food,87.8,174.66,25,114.94,2056.56
436,2023-02-27,South,Small Business,Furniture,76.05,145.34,20,102.07,1283.73
437,2023-12-12,East,Small Business,Electronics,56.91,95.98,31,62.26,1148.91
438,2024-04-18,South,Corporate,Electronics,88.13,121.85,4,285.61,-150.73
439,2023-04-27,East,Home Office,Clothing,32.08,42.63,44,148.22,315.98
440,2023-05-07,South,Consumer,Furniture,24.16,44.39,23,495.24,-29.95
441,2024-01-28,East,Home Office,Food,24.44,46.24,2,308.5,-264.9
442,2024-10-02,South,Small Business,Electronics,40.06,63.01,22,112.05,392.85
443,2023-02-27,East,Home Office,Clothing,31.48,41.55,37,359.94,12.65
444,2024-09-25,South,Small Business,Furniture,93.71,112.61,8,453.98,-302.78
445,2024-05-27,West,Consumer,Electronics,19.53,23.02,7,385.33,-360.9
446,2023-04-06,West,Consumer,Furniture,72.91,127.39,14,84.4,678.32
447,2024-09-29,North,Corporate,Furniture,27.03,39.95,3,453.15,-414.39
448,2023-04-28,East,Corporate,Electronics,89.35,171.09,16,407.27,900.57
449,2024-07-13,South,Home Office,Electronics,96.52,170.43,19,121.24,1283.05
450,2024-08-23,East,Consumer,Electronics,51.89,66.01,18,73.3,180.86
451,2024-05-02,West,Consumer,Furniture,89.12,147.26,16,300.79,629.45
452,2023-08-25,East,Corporate,Furniture,10.46,15.61,8,120.22,-79.02
453,2023-09-29,South,Small Business,Clothing,83.8,135.72,33,425.57,1287.79
454,2023-07-08,East,Home Office,Food,30.58,53.95,49,211.25,933.88
455,2024-12-04,South,Home Office,Furniture,91.78,167.55,12,460.8,448.44
456,2024-03-22,West,Corporate,Food,10.1,18.78,11,304.56,-209.08
457,2024-08-03,West,Consumer,Electronics,60.06,79.79,5,132.2,-33.55
458,2023-09-04,West,Corporate,Furniture,78.1,88.1,27,112.82,157.18
459,2023-03-17,North,Corporate,Clothing,33.28,58.75,12,309.41,-3.77
460,2023-06-03,West,Corporate,Clothing,27.38,32.74,17,392.85,-301.73
461,2024-10-17,East,Corporate,Food,17.57,24.31,6,401.68,-361.24
462,2024-03-10,North,Small Business,Electronics,39.38,43.45,33,174.09,-39.78
463,2023-03-27,West,Small Business,Food,60.39,103.48,5,141.91,73.54
464,2024-11-27,East,Consumer,Electronics,20.43,25.55,28,57.54,85.82
465,2023-10-12,East,Corporate,Clothing,43.9,74.18,14,355.64,68.28
466,2023-08-08,East,Small Business,Food,10.82,21.56,5,84.46,-30.76
467,2023-03-10,South,Consumer,Clothing,83.68,97.52,33,239.34,217.38
468,2023-02-16,North,Corporate,Clothing,21.56,25.21,48,320.76,-145.56
469,2023-04-04,East,Home Office,Electronics,35.5,49.93,41,471.7,119.93
470,2024-03-28,South,Small Business,Food,11.66,21.92,19,190.31,4.63
471,2023-07-23,West,Consumer,Food,48.9,63.28,22,162.4,153.96
472,2023-08-06,East,Home Office,Clothing,85.61,121.94,5,344.37,-162.72
473,2024-04-18,South,Corporate,Clothing,45.29,52.61,2,328.66,-314.02
474,2024-03-07,East,Corporate,Electronics,26.15,46.73,30,199.45,417.95
475,2023-12-07,North,Corporate,Furniture,77.83,114.21,47,467.65,1242.21
476,2024-07-04,North,Small Business,Furniture,80.99,144.43,39,430.19,2043.97
477,2024-09-03,West,Consumer,Clothing,25.64,49.06,4,150.79,-57.11
478,2023-10-16,East,Home Office,Furniture,79.38,103.95,33,157.61,653.2
479,2023-09-11,South,Consumer,Furniture,95.26,174.01,13,280.54,743.21
480,2023-12-23,West,Small Business,Furniture,24.97,28.8,20,398.11,-321.51
481,2023-01-23,East,Consumer,Furniture,79.39,151.55,7,69.82,435.3
482,2024-06-05,West,Small Business,Clothing,73.77,124.35,15,362.0,396.7
483,2023-04-10,South,Corporate,Furniture,52.62,99.28,23,341.71,731.47
484,2023-06-29,West,Home Office,Furniture,15.21,16.73,14,154.17,-132.89
485,2023-08-11,West,Corporate,Electronics,16.72,20.94,23,356.61,-259.55
486,2024-10-20,West,Consumer,Clothing,86.72,125.81,19,473.08,269.63
487,2024-03-17,East,Corporate,Food,99.11,142.87,29,71.05,1197.99
488,2024-08-30,South,Home Office,Food,70.84,92.38,20,193.84,236.96
489,2023-11-21,North,Corporate,Electronics,50.14,72.37,29,247.18,397.49
490,2024-05-30,East,Home Office,Electronics,68.28,83.03,24,454.67,-100.67
491,2023-01-16,North,Home Office,Clothing,63.5,93.44,18,483.02,55.9
492,2023-12-02,North,Corporate,Food,44.53,81.14,10,249.85,116.25
493,2023-09-15,East,Small Business,Furniture,15.91,24.36,41,387.51,-41.06
494,2024-05-11,East,Consumer,Electronics,83.94,93.69,8,289.25,-211.25
495,2023-06-09,South,Small Business,Food,43.47,64.31,26,292.0,249.84
496,2024-04-19,South,Small Business,Clothing,83.69,94.11,29,175.14,127.04
497,2024-10-25,West,Corporate,Furniture,32.73,64.47,10,147.63,169.77
498,2024-11-20,North,Consumer,Clothing,10.09,12.26,17,179.6,-142.71
499,2024-11-05,South,Consumer,Electronics,24.3,42.21,2,300.35,-264.53
500,2024-01-15,West,Small Business,Food,52.17,103.06,6,63.12,242.22
501,2024-06-28,South,Corporate,Food,94.99,175.11,5,458.26,-57.66
502,2024-11-21,East,Consumer,Food,19.2,33.2,28,120.33,271.67
503,2024-03-02,South,Small Business,Food,86.88,161.21,41,149.04,2898.49
504,2024-09-04,North,Consumer,Furniture,57.43,113.92,5,283.22,-0.77
505,2023-09-25,South,Corporate,Furniture,84.33,139.92,18,369.55,631.07
506,2024-07-30,North,Corporate,Clothing,36.85,59.08,26,93.08,484.9
507,2024-02-21,East,Corporate,Furniture,85.6,142.56,20,192.96,946.24
508,2023-06-17,North,Consumer,Electronics,79.55,125.64,41,485.9,1403.79
509,2023-02-12,South,Home Office,Electronics,30.7,51.32,49,168.05,842.33
510,2024-07-09,West,Consumer,Food,21.82,32.84,27,190.87,106.67
511,2023-10-12,East,Home Office,Electronics,88.12,114.26,49,426.42,854.44
512,2024-02-01,South,Corporate,Clothing,96.69,116.82,12,72.6,168.96
513,2023-01-12,East,Small Business,Furniture,12.82,14.89,7,259.08,-244.59
514,2024-08-29,East,Home Office,Furniture,75.81,101.36,3,220.83,-144.18
515,2023-10-29,South,Corporate,Furniture,91.86,104.86,10,192.46,-62.46
516,2023-09-10,South,Corporate,Electronics,87.16,140.37,34,178.56,1630.58
517,2024-05-13,West,Home Office,Furniture,96.81,131.22,25,91.12,769.13
518,2023-02-04,East,Small Business,Food,78.41,144.44,35,191.67,2119.38
519,2024-12-27,East,Corporate,Food,49.81,58.12,16,69.37,63.59
520,2023-03-31,South,Home Office,Food,38.08,49.65,2,401.43,-378.29
521,2024-08-27,North,Small Business,Electronics,38.87,68.3,24,229.2,477.12
522,2024-08-24,South,Small Business,Furniture,75.2,123.25,10,249.76,230.74
523,2024-02-22,East,Corporate,Electronics,77.13,89.32,38,452.12,11.1
524,2023-04-25,South,Consumer,Furniture,28.03,52.96,22,346.12,202.34
525,2024-09-08,West,Consumer,Clothing,88.13,166.52,26,53.63,1984.51
526,2023-07-15,North,Corporate,Clothing,74.34,103.88,43,474.43,795.79
527,2024-05-15,South,Small Business,Electronics,60.65,85.3,39,156.72,804.63
528,2024-09-17,West,Corporate,Food,52.44,104.36,27,98.43,1303.41
529,2024-05-07,East,Home Office,Electronics,58.89,97.97,29,395.66,737.66
530,2023-03-16,South,Consumer,Food,24.33,38.4,47,275.21,386.08
531,2024-02-17,East,Home Office,Furniture,28.33,52.53,38,245.2,674.4
532,2024-01-11,West,Corporate,Food,18.2,24.69,20,162.28,-32.48
533,2024-02-24,East,Corporate,Food,23.83,35.42,27,296.36,16.57
534,2024-12-29,West,Small Business,Furniture,50.83,68.16,41,173.47,537.06
535,2023-10-04,West,Small Business,Clothing,57.73,104.51,20,455.71,479.89
536,2024-11-06,West,Small Business,Furniture,11.61,18.76,44,146.84,167.76
537,2024-01-29,South,Home Office,Electronics,81.71,138.33,19,447.96,627.82
538,2024-04-01,East,Small Business,Electronics,36.48,48.41,20,301.73,-63.13
539,2023-07-11,East,Corporate,Electronics,92.07,119.53,35,422.82,538.28
540,2024-11-19,North,Small Business,Electronics,97.08,149.46,47,370.78,2091.08
541,2023-04-09,North,Consumer,Electronics,26.69,47.08,2,363.51,-322.73
542,2024-07-01,North,Small Business,Clothing,51.59,81.14,30,195.96,690.54
543,2023-04-06,North,Home Office,Clothing,10.11,11.42,34,155.25,-110.71
544,2024-10-25,East,Consumer,Food,63.85,120.15,22,144.9,1093.7
545,2024-10-24,West,Consumer,Electronics,64.66,74.89,3,435.74,-405.05
546,2023-07-09,West,Consumer,Furniture,32.28,63.28,6,419.19,-233.19
547,2023-02-06,South,Home Office,Electronics,60.26,67.65,15,248.26,-137.41
548,2024-01-04,West,Corporate,Clothing,30.3,52.27,27,109.58,483.61
549,2024-11-25,East,Small Business,Electronics,24.47,28.73,10,222.01,-179.41
550,2024-06-08,East,Consumer,Clothing,68.64,131.76,9,328.7,239.38
551,2023-10-06,East,Consumer,Food,39.33,59.7,33,254.48,417.73
552,2023-08-05,South,Consumer,Food,63.12,77.24,32,401.09,50.75
553,2023-09-30,North,Corporate,Food,48.99,68.92,48,498.93,457.71
554,2023-03-03,West,Corporate,Clothing,98.59,123.07,6,136.01,10.87
555,2024-08-18,East,Home Office,Electronics,23.46,29.41,41,256.84,-12.89
556,2024-12-29,East,Corporate,Electronics,51.81,101.2,36,243.94,1534.1
557,2023-12-08,North,Small Business,Furniture,71.24,106.91,2,187.02,-115.68
558,2024-02-01,East,Home Office,Clothing,45.6,82.53,29,139.14,931.83
559,2024-11-29,West,Home Office,Furniture,97.72,163.74,4,79.56,184.52
560,2023-01-19,South,Small Business,Food,74.97,128.11,1,449.2,-396.06
561,2023-06-26,East,Small Business,Electronics,69.13,84.24,19,238.93,48.16
562,2024-09-03,West,Small Business,Clothing,78.14,102.42,26,273.6,357.68
563,2024-01-31,East,Home Office,Furniture,95.74,173.11,25,462.62,1471.63
564,2024-03-20,North,Home Office,Furniture,91.7,180.99,10,399.33,493.57
565,2023-08-21,East,Home Office,Furniture,75.19,100.48,15,108.73,270.62
566,2023-03-17,East,Small Business,Electronics,77.42,104.08,22,304.44,282.08
567,2023-09-22,South,Small Business,Electronics,23.13,35.29,48,249.01,334.67
568,2024-03-30,North,Consumer,Electronics,19.25,38.22,21,408.74,-10.37
569,2024-12-18,North,Corporate,Clothing,61.38,82.38,22,375.9,86.1
570,2024-01-19,South,Consumer,Electronics,11.65,17.08,36,360.68,-165.2
571,2024-07-17,East,Small Business,Clothing,53.41,101.6,34,203.25,1435.21
572,2024-05-20,West,Home Office,Furniture,28.93,31.9,30,412.23,-323.13
573,2024-01-02,North,Small Business,Furniture,41.14,46.73,25,73.58,66.17
574,2023-05-24,North,Corporate,Food,79.82,131.2,45,121.83,2190.27
575,2023-03-10,East,Consumer,Electronics,94.71,181.53,28,201.03,2229.93
576,2023-04-09,East,Consumer,Furniture,16.52,21.72,1,84.56,-79.36
577,2024-01-31,North,Home Office,Electronics,58.08,88.44,49,155.75,1331.89
578,2023-01-25,East,Consumer,Clothing,89.43,134.63,45,423.57,1610.43
579,2024-04-13,West,Consumer,Furniture,17.43,26.59,4,476.71,-440.07
580,2024-04-28,North,Small Business,Electronics,84.21,139.81,7,187.07,202.13
581,2024-07-18,West,Consumer,Furniture,42.2,64.26,49,169.03,911.91
582,2023-05-31,West,Consumer,Furniture,38.99,58.59,9,175.95,0.45
583,2023-05-24,East,Consumer,Electronics,97.97,149.59,36,174.97,1683.35
584,2024-07-22,West,Home Office,Furniture,28.08,45.82,19,66.17,270.89
585,2023-02-08,East,Home Office,Furniture,72.39,114.62,1,467.11,-424.88
586,2023-04-19,South,Small Business,Furniture,83.93,156.84,10,146.16,582.94
587,2024-11-23,East,Consumer,Furniture,13.71,15.69,36,239.0,-167.72
588,2023-02-11,West,Home Office,Clothing,70.33,130.11,9,54.36,483.66
589,2023-07-05,South,Home Office,Furniture,95.64,177.85,45,436.08,3263.37
590,2024-02-02,East,Small Business,Food,21.18,28.73,46,379.02,-31.72
591,2023-08-11,West,Corporate,Furniture,90.66,137.49,42,476.04,1490.82
592,2024-09-25,North,Consumer,Electronics,63.53,94.96,32,401.73,604.03
593,2023-05-13,North,Home Office,Food,65.49,84.92,32,191.17,430.59
594,2023-06-12,East,Small Business,Clothing,65.16,94.95,6,161.54,17.2
595,2023-08-03,East,Small Business,Food,36.9,42.06,48,363.97,-116.29
596,2023-08-23,North,Small Business,Food,94.17,127.13,38,213.85,1038.63
597,2024-10-19,West,Home Office,Food,95.26,174.8,17,304.8,1047.38
598,2024-08-10,West,Consumer,Electronics,66.28,89.88,10,52.82,183.18
599,2023-01-09,West,Corporate,Electronics,80.51,147.85,27,77.85,1740.33
600,2023-03-15,East,Consumer,Electronics,65.1,102.76,35,290.92,1027.18
601,2024-05-06,South,Small Business,Clothing,53.6,101.4,21,304.73,699.07
602,2023-09-10,South,Small Business,Electronics,69.47,112.35,25,388.15,683.85
603,2023-08-18,South,Corporate,Electronics,59.77,67.34,28,109.38,102.58
604,2024-06-02,South,Consumer,Food,63.77,108.91,47,280.93,1840.65
605,2023-06-23,South,Small Business,Electronics,80.54,91.85,15,137.5,32.15
606,2024-10-14,East,Small Business,Furniture,53.28,80.22,4,91.94,15.82
607,2023-06-17,East,Consumer,Electronics,13.67,26.47,29,234.72,136.48
608,2023-06-19,South,Small Business,Clothing,24.76,30.92,9,123.5,-68.06
609,2024-01-28,East,Consumer,Clothing,49.47,71.78,27,149.8,452.57
610,2024-09-25,East,Small Business,Furniture,75.23,132.17,26,192.9,1287.54
611,2023-07-13,South,Consumer,Clothing,63.4,120.08,19,166.72,910.2
612,2024-05-31,West,Corporate,Clothing,68.53,116.76,28,89.42,1261.02
613,2023-01-29,East,Small Business,Food,53.14,70.8,17,90.46,209.76
614,2023-06-14,West,Corporate,Furniture,65.42,111.68,43,136.96,1852.22
615,2024-02-26,East,Small Business,Food,39.61,54.15,41,72.75,523.39
616,2023-12-05,East,Small Business,Food,52.32,91.38,42,331.91,1308.61
617,2024-10-09,South,Home Office,Electronics,76.99,150.79,20,179.3,1296.7
618,2024-05-10,East,Consumer,Furniture,88.46,154.74,45,175.89,2806.71
619,2023-12-31,North,Corporate,Electronics,49.03,92.01,40,199.4,1519.8
620,2023-12-08,North,Corporate,Electronics,13.93,15.35,39,348.26,-292.88
621,2024-05-14,South,Corporate,Food,24.55,42.86,49,441.79,455.4
622,2024-10-18,West,Consumer,Clothing,11.88,21.94,23,391.59,-160.21
623,2024-05-25,West,Home Office,Furniture,68.79,78.18,47,377.39,63.94
624,2023-11-23,West,Corporate,Clothing,39.91,75.21,32,267.98,861.62
625,2023-08-05,North,Consumer,Food,58.82,78.29,47,362.21,552.88
626,2023-10-28,West,Small Business,Food,54.39,92.4,33,298.74,955.59
627,2023-05-12,West,Corporate,Food,17.34,31.56,46,147.31,506.81
628,2023-03-11,South,Corporate,Food,46.29,78.53,5,143.86,17.34
629,2023-09-09,West,Home Office,Food,29.85,35.31,43,183.38,51.4
630,2024-02-19,North,Corporate,Food,47.66,78.0,48,459.86,996.46
631,2024-03-20,North,Corporate,Clothing,28.32,45.16,34,296.34,276.22
632,2023-07-01,North,Small Business,Electronics,85.64,163.6,40,380.26,2738.14
633,2023-06-16,South,Consumer,Clothing,25.68,37.59,11,205.95,-74.94
634,2023-04-01,South,Consumer,Furniture,96.47,133.99,3,233.47,-120.91
635,2024-12-14,East,Home Office,Clothing,47.43,84.18,33,106.5,1106.25
636,2024-06-14,West,Small Business,Food,86.16,126.78,11,127.08,319.74
637,2023-02-08,South,Consumer,Clothing,66.59,111.97,16,422.31,303.77
638,2023-05-06,North,Small Business,Electronics,76.18,128.12,18,313.18,621.74
639,2024-03-26,North,Consumer,Furniture,79.1,150.23,30,201.89,1932.01
640,2023-06-22,South,Small Business,Clothing,55.44,90.86,48,411.28,1288.88
641,2024-10-14,South,Home Office,Electronics,58.9,91.41,10,160.93,164.17
642,2023-08-08,South,Corporate,Clothing,56.26,68.92,18,489.21,-261.33
643,2024-09-29,East,Home Office,Furniture,62.93,75.78,38,205.17,283.13
644,2023-02-27,North,Consumer,Clothing,12.65,15.67,19,201.79,-144.41
645,2024-10-21,East,Home Office,Food,45.6,57.21,36,190.36,227.6
646,2024-04-20,East,Corporate,Clothing,64.56,108.08,13,104.95,460.81
647,2024-03-31,West,Home Office,Electronics,63.8,112.73,46,100.01,2150.77
648,2023-12-27,North,Consumer,Clothing,81.37,128.32,3,341.65,-200.8
649,2023-01-01,North,Consumer,Electronics,68.95,127.29,10,443.8,139.6
650,2024-01-22,South,Home Office,Furniture,99.29,197.8,38,405.73,3337.65
651,2023-12-14,South,Corporate,Clothing,35.55,65.34,1,113.5,-83.71
652,2023-07-09,West,Home Office,Furniture,42.32,73.02,27,295.51,533.39
653,2024-05-19,East,Corporate,Furniture,44.55,70.36,46,97.52,1089.74
654,2023-07-10,South,Small Business,Clothing,51.92,78.09,8,70.38,138.98
655,2024-05-22,South,Corporate,Electronics,85.24,100.24,46,345.37,344.63
656,2024-01-04,North,Small Business,Furniture,31.22,45.56,42,290.82,311.46
657,2024-02-13,North,Home Office,Furniture,79.84,153.22,17,86.91,1160.55
658,2023-04-27,South,Corporate,Clothing,46.48,84.93,9,65.72,280.33
659,2023-05-14,North,Small Business,Clothing,64.17,83.06,6,495.39,-382.05
660,2023-02-27,West,Small Business,Clothing,66.93,101.73,43,63.51,1432.89
661,2024-07-09,South,Small Business,Clothing,43.56,79.93,25,250.04,659.21
662,2024-11-15,North,Consumer,Clothing,56.14,65.16,39,277.08,74.7
663,2024-11-02,West,Home Office,Food,47.17,68.33,49,102.78,934.06
664,2023-06-22,North,Small Business,Clothing,16.22,30.28,28,126.08,267.6
665,2023-05-29,North,Corporate,Electronics,49.34,72.21,33,208.31,546.4
666,2023-03-21,North,Small Business,Furniture,18.77,21.96,37,392.75,-274.72
667,2023-08-01,South,Consumer,Electronics,46.45,73.78,9,278.19,-32.22
668,2023-07-22,East,Home Office,Electronics,63.36,118.84,18,337.06,661.58
669,2023-08-17,North,Consumer,Food,62.15,101.38,21,493.33,330.5
670,2024-11-06,West,Consumer,Clothing,69.64,90.79,2,395.6,-353.3
671,2023-08-15,South,Consumer,Furniture,18.57,26.85,43,245.46,110.58
672,2024-10-20,South,Corporate,Electronics,68.69,103.39,38,250.9,1067.7
673,2024-06-15,West,Home Office,Clothing,38.09,61.76,40,328.45,618.35
674,2024-03-16,North,Home Office,Clothing,45.91,81.88,36,349.41,945.51
675,2024-02-06,East,Corporate,Food,87.22,103.7,43,275.32,433.32
676,2023-02-16,North,Home Office,Food,10.81,20.55,37,340.19,20.19
677,2023-08-21,West,Consumer,Food,62.96,69.95,15,60.59,44.26
678,2023-11-01,South,Home Office,Furniture,63.88,91.54,28,243.33,531.15
679,2024-06-09,East,Corporate,Electronics,45.7,51.4,18,175.52,-72.92
680,2023-05-23,South,Consumer,Food,31.33,45.54,34,108.13,375.01
681,2024-02-19,West,Corporate,Food,31.12,48.96,22,94.8,297.68
682,2024-05-27,North,Small Business,Food,89.53,139.71,11,321.44,230.54
683,2024-01-08,East,Consumer,Electronics,49.78,62.18,13,285.62,-124.42
684,2024-07-19,South,Consumer,Electronics,39.78,66.88,4,164.11,-55.71
685,2023-09-16,South,Home Office,Food,50.39,57.46,22,261.93,-106.39
686,2024-10-17,South,Consumer,Food,70.25,125.45,7,271.5,114.9
687,2024-04-15,North,Corporate,Clothing,23.12,45.13,43,137.75,808.68
688,2023-01-12,East,Home Office,Food,50.45,70.92,24,343.44,147.84
689,2023-11-26,North,Small Business,Furniture,62.91,98.49,4,401.41,-259.09
690,2023-12-24,North,Corporate,Furniture,95.37,137.43,28,406.16,771.52
691,2024-02-12,North,Small Business,Food,32.73,36.2,15,321.11,-269.06
692,2024-10-29,West,Small Business,Electronics,42.33,61.26,1,280.24,-261.31
693,2024-01-08,West,Small Business,Clothing,44.14,80.01,3,77.45,30.16
694,2023-01-08,West,Consumer,Electronics,64.5,105.55,14,179.52,395.18
695,2023-05-02,East,Corporate,Food,42.11,50.16,38,91.97,213.93
696,2023-12-14,North,Corporate,Furniture,58.02,108.06,1,483.72,-433.68
697,2024-11-06,North,Consumer,Clothing,80.36,126.81,38,110.79,1654.31
698,2023-03-31,West,Home Office,Electronics,73.48,136.49,38,118.3,2276.08
699,2024-10-09,North,Small Business,Electronics,50.17,81.39,21,450.31,205.31
700,2024-11-28,North,Corporate,Food,87.78,140.77,48,474.77,2068.75
701,2023-11-12,South,Consumer,Clothing,60.23,71.96,29,394.62,-54.45
702,2023-06-27,North,Small Business,Furniture,58.59,73.27,5,52.43,20.97
703,2024-06-23,South,Home Office,Food,13.08,25.83,49,50.61,574.14
704,2023-02-10,North,Home Office,Clothing,98.8,129.0,10,220.15,81.85
705,2024-12-04,East,Small Business,Electronics,21.07,41.71,28,114.53,463.39
706,2024-05-16,West,Home Office,Food,30.8,48.62,21,58.27,315.95
707,2023-05-25,South,Corporate,Electronics,14.65,17.91,7,258.83,-236.01
708,2023-07-20,West,Corporate,Electronics,67.6,80.4,3,474.38,-435.98
709,2024-12-24,South,Corporate,Food,30.22,38.92,45,195.72,195.78
710,2024-04-05,South,Home Office,Food,26.2,50.65,47,347.51,801.64
711,2024-07-11,South,Corporate,Food,17.97,26.47,20,343.51,-173.51
712,2024-06-30,East,Consumer,Food,19.3,28.1,19,162.99,4.21
